molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,pchembl_value,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,bao_endpoint,bao_format,bao_label,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_pref_name,parent_molecule_chembl_id,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,target_chembl_id,target_organism,target_pref_name,target_tax_id,type,units,uo_units,value,standard_value_nm,standard_units_standardized,mol_weight,log_p,hbd,hba,tpsa,rotatable_bonds,aromatic_rings,is_valid_molecule,activity_class,is_active,pic50
CHEMBL278231,CCOC1(C)OC(=O)C(c2ccc(F)cc2)=C1c1ccc(S(C)(=O)=O)cc1,IC50,500.0,nM,6.30,1012076.0,[],CHEMBL769650,Inhibitory concentration was measured against Prostaglandin G/H synthase 2 in human whole blood,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1136665,Bioorg Med Chem Lett,2003.0,"{""bei"": ""16.14"", ""le"": ""0.32"", ""lle"": ""2.85"", ""sei"": ""9.04""}",,CHEMBL278231,0.0,http://www.openphacts.org/units/Nanomolar,22612.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.5,500.0,nM,390.4320000000001,3.4495000000000022,0,5,69.67,5,2,true,Moderately Active,1,6.30102999566398
CHEMBL174314,CS(=O)(=O)c1ccc(-c2ccccc2Cc2ccccc2)cc1,IC50,300000.0,nM,,798381.0,[],CHEMBL763091,In vitro inhibitory concentration against recombinant human Prostaglandin G/H synthase 2 obtained from baculovirus,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1131663,Bioorg Med Chem Lett,1999.0,,,CHEMBL174314,0.0,http://www.openphacts.org/units/Nanomolar,341354.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,300.0,300000.0,nM,322.42900000000003,4.347900000000004,0,2,34.14,4,3,true,Low Activity,0,3.522878745280337
CHEMBL85139,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,IC50,300.0,nM,6.52,7258469.5,[],CHEMBL1008495,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1151260,J Nat Prod,2008.5,"{""bei"": ""22.70"", ""le"": ""0.40"", ""lle"": ""3.42"", ""sei"": ""12.87""}",RUTAECARPINE,CHEMBL85139,0.0,http://www.openphacts.org/units/Nanomolar,1273458.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.3,290.0,nM,287.322,3.100900000000001,1,3,50.68,0,4,true,Moderately Active,1,6.5376020021010435
CHEMBL3290200,COc1ccc(NC(=O)c2nc(-c3ccccc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1OC,IC50,1300.0,nM,5.89,14738153.0,[],CHEMBL3292007,Inhibition of human recombinant COX2 using ADHP as substrate after 20 mins by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3286385,Eur J Med Chem,2014.0,"{""bei"": ""12.27"", ""le"": ""0.24"", ""lle"": ""3.04"", ""sei"": ""4.25""}",,CHEMBL3290200,0.0,http://www.openphacts.org/units/Nanomolar,2118119.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.3,1300.0,nM,479.51800000000026,2.8512000000000004,2,8,138.42999999999998,7,4,true,Low Activity,0,5.886056647693162
CHEMBL320330,CS(=O)(=O)c1ccc(-n2cc(C(F)(F)F)nc2-c2cncc(Br)c2)cc1,IC50,950.0,nM,6.02,153401.5,[],CHEMBL655565,Inhibitory activity against human Prostaglandin G/H synthase 2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1133620,J Med Chem,2000.5,"{""bei"": ""13.50"", ""le"": ""0.32"", ""lle"": ""1.90"", ""sei"": ""9.29""}",,CHEMBL320330,0.0,http://www.openphacts.org/units/Nanomolar,204917.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.95,952.495,nM,446.24800000000005,4.119100000000002,0,5,64.85,3,3,true,Moderately Active,1,6.021137295419385
CHEMBL329052,COc1ccc2c(c1)c(CC(=O)OC(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,IC50,250.0,nM,6.60,531033.0,[],CHEMBL762913,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (66 nM) using [14C]AA (50 uM) was determined,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1133457,J Med Chem,2000.0,"{""bei"": ""16.51"", ""le"": ""0.32"", ""lle"": ""1.81"", ""sei"": ""11.48""}",,CHEMBL329052,0.0,http://www.openphacts.org/units/Nanomolar,180282.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.25,250.0,nM,399.874,4.794320000000004,0,5,57.53,5,3,true,Moderately Active,1,6.602059991327962
CHEMBL348041,Cc1nc(-c2ccc(C)s2)c(-c2ccc(S(C)(=O)=O)cc2)o1,IC50,40.0,nM,7.40,166909.0,[],CHEMBL763088,In vitro inhibitory activity towards human recombinant Prostaglandin G/H synthase 2 enzyme,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1135096,Bioorg Med Chem Lett,2002.0,"{""bei"": ""22.19"", ""le"": ""0.46"", ""lle"": ""3.31"", ""sei"": ""12.30""}",,CHEMBL348041,0.0,http://www.openphacts.org/units/Nanomolar,313709.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.04,40.0,nM,333.4340000000001,4.090440000000004,0,5,60.17,3,3,true,Highly Active,1,7.3979400086720375
CHEMBL2160143,O=C1CSC(N2N=C(c3ccc(Cl)c(Cl)c3)CC2c2ccc(F)cc2)=N1,IC50,19400.0,nM,4.71,12073565.0,[],CHEMBL2162988,Inhibition of COX-2 by chemiluminescent assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL2157901,Bioorg Med Chem,2012.0,"{""bei"": ""11.54"", ""le"": ""0.25"", ""lle"": ""-0.20"", ""sei"": ""10.46""}",,CHEMBL2160143,0.0,http://www.openphacts.org/units/Nanomolar,1735416.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,19.4,19400.0,nM,408.28500000000014,4.913000000000003,0,4,45.03,2,2,true,Low Activity,0,4.7121982700697735
CHEMBL558727,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(N)n2)cc1,IC50,272.0,nM,6.57,2718017.0,[],CHEMBL1059941,Inhibition of human COX2 expressed in african green monkey COS cells assessed as inhibition of arachidonic acid-stimulated PGE2 production treated 1 hr before arachidonic acid challenge by enzyme immunoassay,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1153635,Bioorg Med Chem Lett,2009.0,"{""bei"": ""20.69"", ""le"": ""0.43"", ""lle"": ""4.42"", ""sei"": ""7.64""}",,CHEMBL558727,0.0,http://www.openphacts.org/units/Nanomolar,831574.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,272.0,272.0,nM,317.29200000000003,2.1481000000000003,1,5,85.94,2,2,true,Moderately Active,1,6.565431095965801
CHEMBL4849659,COc1ccc(N2CCN(CCc3c(C)nc4oc(-c5ccccc5)nn4c3=O)CC2)cc1,IC50,7.0,nM,8.15,23305825.0,[],CHEMBL4843079,Inhibition of human recombinant COX-2 using arachidonic acid as substrate by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4842336,Eur J Med Chem,2021.0,"{""bei"": ""18.30"", ""le"": ""0.34"", ""lle"": ""5.12"", ""sei"": ""10.71""}",,CHEMBL4849659,0.0,http://www.openphacts.org/units/Nanomolar,3627058.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.006999999999999999,7.0,nM,445.5230000000002,3.031220000000001,0,8,76.11000000000001,6,4,true,Highly Active,1,8.154901959985743
CHEMBL1290563,O=C(O)C1=Cc2cc(C(F)(F)F)ccc2OC1C(F)(F)F,IC50,41.0,nM,7.39,3602175.0,[],CHEMBL1291411,Inhibition of human COX-2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1287644,Bioorg Med Chem Lett,2010.0,"{""bei"": ""23.66"", ""le"": ""0.48"", ""lle"": ""3.89"", ""sei"": ""15.88""}",,CHEMBL1290563,0.0,http://www.openphacts.org/units/Nanomolar,976115.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.041,41.0,nM,312.16499999999996,3.4967000000000006,1,2,46.53,1,1,true,Highly Active,1,7.387216143280263
CHEMBL116933,CS(=O)(=O)c1ccc(-n2c(Cl)nc(Cl)c2-c2ccc(F)cc2)cc1,IC50,10000.0,nM,,132509.0,[],CHEMBL762914,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1145864,J Med Chem,2003.0,,,CHEMBL116933,0.0,http://www.openphacts.org/units/Nanomolar,220565.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,385.24700000000007,4.388700000000003,0,4,51.96,3,3,true,Low Activity,0,5.0
CHEMBL388625,CS(=O)(=O)Nc1ccncc1Oc1ccc(Cl)cc1,IC50,1870.0,nM,5.73,1842599.0,[],CHEMBL916302,Inhibition of COX2 in human whole blood assessed as inhibition of LPS-stimulated PGE2 production,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1149303,J Med Chem,2004.0,"{""bei"": ""19.17"", ""le"": ""0.41"", ""lle"": ""2.83"", ""sei"": ""8.39""}",,CHEMBL388625,0.0,http://www.openphacts.org/units/Nanomolar,630624.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.87,1870.0,nM,298.75100000000003,2.8988000000000014,1,4,68.29,4,2,true,Low Activity,0,5.7281583934635005
CHEMBL2398542,Cc1ccc(-c2cn(CCc3ccc(S(N)(=O)=O)cc3)nn2)cc1,IC50,3400.0,nM,5.47,13349003.0,[],CHEMBL2400366,Inhibition of human recombinant COX2 by fluorescence assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL2396544,Bioorg Med Chem,2013.0,"{""bei"": ""15.97"", ""le"": ""0.31"", ""lle"": ""3.33"", ""sei"": ""6.02""}",,CHEMBL2398542,0.0,http://www.openphacts.org/units/Nanomolar,1904226.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,3.4,3400.0,nM,342.42400000000004,2.1436200000000003,1,5,90.87,5,3,true,Low Activity,0,5.468521082957744
CHEMBL1210018,CO/N=[N+](/[O-])c1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,1600.0,nM,5.80,3372838.0,[],CHEMBL1211654,Inhibition of human COX2 by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1208697,Bioorg Med Chem Lett,2010.0,"{""bei"": ""13.16"", ""le"": ""0.26"", ""lle"": ""1.68"", ""sei"": ""5.82""}",,CHEMBL1210018,0.0,http://www.openphacts.org/units/Nanomolar,927850.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,1.6,1600.0,nM,440.4030000000001,4.1170000000000035,0,7,99.61999999999998,5,3,true,Low Activity,0,5.795880017344075
CHEMBL4545249,COc1ccc(-c2cc(C(=O)N3CCOCC3)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,2010.0,nM,5.70,19019452.0,[],CHEMBL4347182,Inhibition of COX2 (unknown origin) using arachidonic acid as substrate incubated for 10 mins by Ellman's reagent based COX-1/COX-2 ELISA assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4346661,Eur J Med Chem,2019.0,"{""bei"": ""12.87"", ""le"": ""0.25"", ""lle"": ""4.03"", ""sei"": ""4.88""}",,CHEMBL4545249,0.0,http://www.openphacts.org/units/Nanomolar,3173514.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,2.01,2010.0,nM,442.49700000000007,1.6676999999999995,1,7,116.75,5,3,true,Low Activity,0,5.6968039425795105
CHEMBL1288566,Cc1cc(Cl)c2c(c1)C=C(C(=O)O)C(C(F)(F)F)O2,IC50,78.0,nM,7.11,9354582.5,[],CHEMBL3387961,Inhibition of human recombinant COX2 pre-incubated for 15 mins before fluorometric substrate addition by fluorescence based assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3351875,ACS Med Chem Lett,2012.0,"{""bei"": ""24.29"", ""le"": ""0.51"", ""lle"": ""3.67"", ""sei"": ""15.28""}",,CHEMBL1288566,0.0,http://www.openphacts.org/units/Nanomolar,1612755.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.078,134.0,nM,292.64,3.439720000000002,1,2,46.53,1,1,true,Moderately Active,1,6.872895201635192
CHEMBL5273124,CCOc1ccc2nc(NC(=O)CSc3nnc(Cc4c[nH]c5ccccc45)o3)sc2c1,IC50,37500.0,nM,4.43,25034968.0,"[{""comments"": null, ""relation"": ""="", ""result_flag"": 0, ""standard_relation"": ""="", ""standard_text_value"": null, ""standard_type"": ""TIME"", ""standard_units"": ""hr"", ""standard_value"": ""0.2"", ""text_value"": null, ""type"": ""TIME"", ""units"": ""min"", ""value"": ""12.0""}]",CHEMBL5243072,Inhibition of human COX-2 using arachidonic acid as substrate preincubated for 10 mins followed by substrate addition and measured after 2 mins by ELISA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5241111,RSC Med Chem,2022.0,"{""bei"": ""9.51"", ""le"": ""0.19"", ""lle"": ""-0.45"", ""sei"": ""4.18""}",,CHEMBL5273124,0.0,http://www.openphacts.org/units/Nanomolar,3920651.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,37.5,37500.0,nM,465.5600000000002,4.880900000000003,2,8,105.92999999999999,8,5,true,Low Activity,0,4.42596873227228
CHEMBL3322399,CS(=O)(=O)c1ccc(N2CCN=C2c2cccc(F)c2)cc1,IC50,10000.0,nM,,15028813.0,[],CHEMBL3365665,Inhibition of human recombinant COX2 using fluorometric substrate by fluorescent inhibitor screening assay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3352168,Eur J Med Chem,2014.0,,,CHEMBL3322399,0.0,http://www.openphacts.org/units/Nanomolar,2244525.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,318.373,2.4960000000000004,0,4,49.74,3,2,true,Low Activity,0,5.0
CHEMBL326097,COc1cc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)ccc1C,IC50,15.0,nM,7.82,127570.0,[],CHEMBL762914,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1145864,J Med Chem,2003.0,"{""bei"": ""20.76"", ""le"": ""0.43"", ""lle"": ""3.91"", ""sei"": ""12.79""}",,CHEMBL326097,0.0,http://www.openphacts.org/units/Nanomolar,220592.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.015,15.0,nM,376.8650000000001,3.9132200000000026,0,5,61.190000000000005,4,3,true,Highly Active,1,7.823908740944318
CHEMBL367778,CC(C)(O)c1scc(-c2ccc(S(C)(=O)=O)cc2)c1-c1ccc(F)cc1,IC50,5900.0,nM,5.23,497453.0,[],CHEMBL769643,Inhibitory activity against human recombinant Prostaglandin G/H synthase 2 expressed in microsomes taken from baculovirus infected Sf9 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1128908,Bioorg Med Chem Lett,1996.0,"{""bei"": ""13.39"", ""le"": ""0.27"", ""lle"": ""0.38"", ""sei"": ""9.62""}",,CHEMBL367778,0.0,http://www.openphacts.org/units/Nanomolar,340952.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,5.9,5900.0,nM,390.5010000000001,4.852100000000004,1,4,54.37,4,3,true,Low Activity,0,5.229147988357855
CHEMBL1917103,O=[N+]([O-])c1ccc2c(c1)S(=O)(=O)N=S2c1ccc(C(F)(F)F)cc1,IC50,2990.0,nM,5.52,7931254.0,[],CHEMBL1917972,Inhibition of human recombinant COX2 expressed in Sf21 cells assessed as conversion of arachidonic acid to PGE2 preincubated for 15 mins measured after 5 mins by enzyme immunoassay,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1914427,Bioorg Med Chem,2011.0,"{""bei"": ""14.68"", ""le"": ""0.31"", ""lle"": ""1.98"", ""sei"": ""6.16""}",,CHEMBL1917103,0.0,http://www.openphacts.org/units/Nanomolar,1559645.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,2.99,2990.0,nM,376.337,3.535800000000002,0,4,89.64,2,2,true,Low Activity,0,5.52432881167557
CHEMBL361494,CCOc1ccc(-c2nn3nc(S(C)(=O)=O)ccc3c2-c2ccc(S(N)(=O)=O)cc2)cc1,IC50,264.0,nM,6.58,1453640.0,[],CHEMBL833052,Inhibition of human cyclooxygenase-2 expressed in COS cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1138006,Bioorg Med Chem Lett,2004.0,"{""bei"": ""13.92"", ""le"": ""0.28"", ""lle"": ""4.07"", ""sei"": ""4.92""}",,CHEMBL361494,0.0,http://www.openphacts.org/units/Nanomolar,376416.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,nM,UO_0000065,264.0,264.0,nM,472.5480000000002,2.512900000000001,1,8,133.72,6,4,true,Moderately Active,1,6.578396073130168
CHEMBL183294,CS(=O)(=O)c1ccc2c(Sc3ccccc3Cl)c(C#N)[nH]c2c1,IC50,570.0,nM,6.24,1446432.0,[],CHEMBL874565,Inhibitory concentration against human whole blood Prostaglandin G/H synthase 2 enzyme activity was determined,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1137849,Bioorg Med Chem Lett,2004.0,"{""bei"": ""17.21"", ""le"": ""0.37"", ""lle"": ""1.99"", ""sei"": ""8.47""}",,CHEMBL183294,0.0,http://www.openphacts.org/units/Nanomolar,374099.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.57,350.0,nM,362.86300000000006,4.247680000000003,1,4,73.72,3,3,true,Moderately Active,1,6.455931955649724
CHEMBL5279090,COc1ccc(-c2cc(-c3ccc(Cl)cc3)n(-c3ccc(S(N)(=O)=O)cc3)n2)cc1OC,IC50,43.0,nM,7.37,25035084.0,[],CHEMBL5243076,Inhibition of recombinant human COX-2 by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL5241111,RSC Med Chem,2022.0,"{""bei"": ""15.68"", ""le"": ""0.31"", ""lle"": ""2.85"", ""sei"": ""7.64""}",,CHEMBL5279090,0.0,http://www.openphacts.org/units/Nanomolar,3920569.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.043,43.0,nM,469.9500000000002,4.524300000000004,1,6,96.44,6,4,true,Highly Active,1,7.366531544420413
CHEMBL115458,COC(=O)c1ncc(-c2ccc(S(C)(=O)=O)cc2)n1-c1ccc(F)cc1,IC50,10000.0,nM,,128514.0,[],CHEMBL762914,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1145864,J Med Chem,2003.0,,,CHEMBL115458,0.0,http://www.openphacts.org/units/Nanomolar,220571.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,10.0,10000.0,nM,374.3930000000001,2.868500000000002,0,6,78.25999999999999,4,3,true,Low Activity,0,5.0
CHEMBL4104705,Cc1c(C(=O)N2CCCCC2)nc2ccc(Cl)cc2c1O,IC50,3140.0,nM,5.50,18015397.0,[],CHEMBL4004893,Inhibition of recombinant human COX2 using arachidonic acid as substrate assessed as decrease in PGF2 production preincubated for 15 mins followed by substrate addition measured after 2 mins by enzyme immunoassay,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL4004781,Eur J Med Chem,2017.0,"{""bei"": ""18.06"", ""le"": ""0.36"", ""lle"": ""1.97"", ""sei"": ""10.30""}",,CHEMBL4104705,0.0,http://www.openphacts.org/units/Nanomolar,2985280.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,3.14,3140.0,nM,304.77700000000004,3.528320000000003,1,3,53.43000000000001,1,2,true,Low Activity,0,5.503070351926785
CHEMBL331148,Cc1ccc(-c2c(Cl)ncn2-c2ccc(S(C)(=O)=O)cc2)cc1,IC50,16.0,nM,7.80,106997.0,[],CHEMBL762914,In vitro inhibitory activity against human Prostaglandin G/H synthase 2 (COX-2) in 143982 cells,B,BAO_0000190,BAO_0000219,cell-based format,CHEMBL1145864,J Med Chem,2003.0,"{""bei"": ""22.48"", ""le"": ""0.46"", ""lle"": ""3.90"", ""sei"": ""15.00""}",,CHEMBL331148,0.0,http://www.openphacts.org/units/Nanomolar,220586.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.016,16.0,nM,346.8390000000001,3.904620000000002,0,4,51.96,3,3,true,Highly Active,1,7.795880017344074
CHEMBL261321,Nc1ccc(C(=O)Nc2ccccc2C(F)(F)F)cc1,IC50,100000.0,nM,,2160502.0,[],CHEMBL936641,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1144769,J Med Chem,2008.0,,,CHEMBL261321,0.0,http://www.openphacts.org/units/Nanomolar,707967.0,>,1.0,1.0,>,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,100.0,100000.0,nM,280.24899999999997,3.539900000000001,2,2,55.120000000000005,2,2,true,Low Activity,0,3.999999999999999
CHEMBL274271,CC(C)(C)c1cc(-c2nnc(SCCN)s2)cc(C(C)(C)C)c1O,IC50,41000.0,nM,4.39,719721.0,[],CHEMBL655563,Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1132622,J Med Chem,1999.0,"{""bei"": ""12.00"", ""le"": ""0.25"", ""lle"": ""-0.17"", ""sei"": ""6.09""}",,CHEMBL274271,0.0,http://www.openphacts.org/units/Nanomolar,19162.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,41.0,41000.0,nM,365.5680000000001,4.556500000000004,2,6,72.03,4,2,true,Low Activity,0,4.3872161432802645
CHEMBL3099221,CC(C)(C)c1cc(/C=N/NC(=O)c2ccccc2)c(O)c(C(C)(C)C)c1,IC50,6490.0,nM,5.19,13863783.0,[],CHEMBL3102295,Inhibition of COX-2 (unknown origin) by ELISA,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL3098067,Bioorg Med Chem Lett,2014.0,"{""bei"": ""14.72"", ""le"": ""0.27"", ""lle"": ""0.44"", ""sei"": ""8.41""}",,CHEMBL3099221,0.0,http://www.openphacts.org/units/Nanomolar,1956241.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,6.49,6490.0,nM,352.4780000000001,4.751100000000004,2,3,61.69,3,2,true,Low Activity,0,5.187755303199631
CHEMBL435298,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,IC50,910.0,nM,6.04,1606543.0,[],CHEMBL880660,Concentration required to inhibit cyclooxygenase-2 in human blood,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1141070,J Med Chem,2005.0,"{""bei"": ""24.73"", ""le"": ""0.46"", ""lle"": ""2.36"", ""sei"": ""16.20""}",ESFLURBIPROFEN,CHEMBL435298,0.0,http://www.openphacts.org/units/Nanomolar,402004.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,0.91,910.0,nM,244.265,3.6808000000000023,1,1,37.3,3,2,true,Moderately Active,1,6.040958607678906
CHEMBL446319,CC(C)(O)[C@H](O)Cc1cc(/C=C/c2cc(O)cc(O)c2)ccc1O,IC50,13900.0,nM,4.86,2428787.0,[],CHEMBL1020816,Inhibition of COX2,B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1159315,J Nat Prod,2002.0,"{""bei"": ""14.70"", ""le"": ""0.28"", ""lle"": ""2.21"", ""sei"": ""4.80""}",,CHEMBL446319,0.0,http://www.openphacts.org/units/Nanomolar,788403.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,13.9,13900.0,nM,330.38000000000005,2.6481000000000017,5,5,101.15,5,2,true,Low Activity,0,4.856985199745904
CHEMBL1275972,CC(C(=O)O)c1ccc(C[C@H]2CCC[C@@H]2O)cc1F,IC50,3100.0,nM,5.51,3555260.0,[],CHEMBL1285410,Inhibition of COX2 in human whole blood assessed as PGE2 biosynthesis after 24 hrs by EIA,B,BAO_0000190,BAO_0000221,tissue-based format,CHEMBL1275375,J Med Chem,2010.0,"{""bei"": ""20.69"", ""le"": ""0.40"", ""lle"": ""2.79"", ""sei"": ""9.58""}",,CHEMBL1275972,0.0,http://www.openphacts.org/units/Nanomolar,968948.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,3.1,3100.0,nM,266.31199999999995,2.7173000000000016,2,2,57.53,4,1,true,Low Activity,0,5.508638306165727
CHEMBL16814,CC(C)(C)c1cc(-c2nnc(NC#N)o2)cc(C(C)(C)C)c1O,IC50,11000.0,nM,4.96,731350.0,[],CHEMBL655563,Inhibition of recombinant human prostaglandin G/H synthase 2 (COX-2),B,BAO_0000190,BAO_0000357,single protein format,CHEMBL1132622,J Med Chem,1999.0,"{""bei"": ""15.77"", ""le"": ""0.29"", ""lle"": ""1.03"", ""sei"": ""5.22""}",,CHEMBL16814,0.0,http://www.openphacts.org/units/Nanomolar,19147.0,=,1.0,1.0,=,CHEMBL230,Homo sapiens,Cyclooxygenase-2,9606,IC50,uM,UO_0000065,11.0,11000.0,nM,314.38900000000007,3.930180000000003,2,6,94.97000000000001,2,2,true,Low Activity,0,4.958607314841775
